viajes23,monto_sinavion,montoxdia_sinavion,empleado,duracion,inicio_fecha,inicio_hora,fin_fecha,fin_hora,cancelado,destino,tipo_corto,anticipo,comprobación_fecha,dga,unidad
V14035,1221.599976,1221.599976,E822,1,14/09/2023,12:00:00,14/09/2023,19:00:00,,Empalme,GC,0,15/09/2023,DG9,Noroeste
V09434,1221.599976,1221.599976,E588,1,14/11/2023,11:00:00,14/11/2023,18:00:00,,Atotonilco el Alto,GC,0,29/11/2023,DG9,Occidente
V03012,1221.579971,1221.579971,E150,1,05/04/2023,8:00:00,05/04/2023,18:00:00,,Tolimán,GC,0,20/04/2023,DG9,Occidente
V16507,1221.160004,1221.160004,E821,1,09/08/2023,8:30:00,09/08/2023,14:00:00,,Cunduacán,GC,0,16/08/2023,DG9,Sureste
V14307,1221.000015,1221.000015,E533,1,11/09/2023,9:30:00,11/09/2023,18:00:00,,Santa Cruz de Juventino Rosas,GC,0,18/09/2023,DG9,Occidente
V17051,1220.76001,1220.76001,E672,1,28/07/2023,7:00:00,28/07/2023,20:00:00,,San Juan Cotzocón,GC,0,03/08/2023,DG9,Sur
V06961,1220.690002,1220.690002,E586,1,13/12/2023,7:00:00,13/12/2023,18:00:00,,Charapan,GC,"1,000.00",18/12/2023,DG1,Estrategia
V09513,1220.68,1220.68,E427,1,13/11/2023,8:00:00,13/11/2023,17:00:00,,Palizada,GC,0,23/11/2023,DG9,Sureste
V01515,1220.670001,1220.670001,E462,1,23/05/2023,10:00:00,23/05/2023,16:00:00,,Ahome,GC,0,06/06/2023,DG9,Noroeste
V10448,1220.459999,1220.459999,E018,1,30/10/2023,12:00:00,30/10/2023,19:30:00,,Tampico Alto,GC,"1,000.00",07/11/2023,DG9,Sur
V09377,1220.209991,1220.209991,E342,1,14/11/2023,10:00:00,14/11/2023,17:00:00,,Miguel Hidalgo,GC,0,29/11/2023,DG9,Sur
V13873,1219.989984,1219.989984,E214,1,15/09/2023,8:00:00,15/09/2023,17:00:00,,Acapetahua,GC,"1,000.00",04/10/2023,DG9,Sureste
V09064,1219.800003,1219.800003,E558,1,17/11/2023,10:00:00,17/11/2023,14:00:00,,Ursulo Galván,GC,500,08/12/2023,DG9,Sur
V04243,1219.400024,1219.400024,E295,1,02/03/2023,12:00:00,02/03/2023,19:00:00,,Tekax,GC,0,09/03/2023,DG9,Sureste
V06092,1219.380013,1219.380013,E724,1,15/01/2023,9:00:00,15/01/2023,16:00:00,,Camargo,GC,0,19/01/2023,DG9,Norte
V15271,1219.199997,1219.199997,E425,1,28/08/2023,8:00:00,28/08/2023,15:00:00,,Cuautla,GC,0,30/08/2023,DG9,Sur
V17446,1218.860001,1218.860001,E556,1,20/07/2023,11:00:00,20/07/2023,17:00:00,,Vicente Guerrero,GC,0,02/08/2023,DG9,Norte
V14618,1218.830021,1218.830021,E525,1,06/09/2023,8:00:00,06/09/2023,17:00:00,,Santa María Huatulco,GC,0,15/09/2023,DG9,Sur
V15376,1218.800011,1218.800011,E606,1,25/08/2023,9:00:00,25/08/2023,18:00:00,,Jalostotitlán,GC,0,01/09/2023,DG9,Occidente
V16628,1218.39003,1218.39003,E018,1,04/08/2023,9:00:00,04/08/2023,19:00:00,,Platón Sánchez,GC,"1,000.00",08/08/2023,DG9,Sur
V13367,1218.19001,1218.19001,E425,1,22/09/2023,9:00:00,22/09/2023,17:00:00,,Cuautla,GC,0,04/10/2023,DG9,Sur
V01611,1217.939991,1217.939991,E606,1,19/05/2023,8:50:00,19/05/2023,18:00:00,,Villa Hidalgo,GC,0,19/06/2023,DG9,Occidente
V08824,1216.849976,1216.849976,E565,1,22/11/2023,8:00:00,22/11/2023,16:00:00,,Cerralvo,GC,0,24/11/2023,DG9,Norte
V08493,1216.780029,1216.780029,E445,1,24/11/2023,7:00:00,24/11/2023,17:00:00,,Manzanillo,GC,0,28/11/2023,DG9,Occidente
V16855,1216.460011,1216.460011,E815,1,02/08/2023,9:00:00,02/08/2023,18:00:00,,Tepejí del Rio de Ocampo,GC,0,04/08/2023,DG9,Sur
V13611,1216,1216,E393,1,20/09/2023,10:00:00,20/09/2023,17:00:00,,Villa Corona,GC,0,28/09/2023,DG9,Occidente
V08019,1216,1216,E113,1,29/11/2023,8:00:00,29/11/2023,17:00:00,,Izamal,GC,0,08/12/2023,DG9,Sureste
V11559,1215.879982,1215.879982,E407,1,17/10/2023,11:00:00,17/10/2023,18:00:00,,Ebano,GC,0,26/10/2023,DG9,Occidente
V10406,1215.79998,1215.79998,E516,1,31/10/2023,13:00:00,31/10/2023,19:00:00,,Río Blanco,GC,0,07/11/2023,DG9,Sur
V14728,1215.51001,1215.51001,E425,1,05/09/2023,8:00:00,05/09/2023,17:00:00,,Cuautla,GC,0,08/09/2023,DG9,Sur
V09179,1215.5,1215.5,E686,1,16/11/2023,8:00:00,16/11/2023,17:00:00,,Tepic,GC,0,13/12/2023,DG9,Occidente
V12325,1215.420044,1215.420044,E555,1,06/10/2023,9:00:00,06/10/2023,17:00:00,,Hermosillo,GC,0,12/10/2023,DG9,Noroeste
V03511,1215.279999,1215.279999,E862,1,22/03/2023,8:30:00,22/03/2023,20:00:00,,Jiménez,GC,850,29/03/2023,DG9,Norte
V16020,1215.279999,1215.279999,E338,1,16/08/2023,8:00:00,16/08/2023,20:00:00,,Miguel Hidalgo,GC,0,18/08/2023,DG9,Sur
V11467,1215.209984,1215.209984,E747,1,18/10/2023,9:00:00,18/10/2023,15:00:00,,Mexicali,GC,0,20/10/2023,DG9,Noroeste
V13902,1215.170013,1215.170013,E529,1,15/09/2023,8:30:00,15/09/2023,19:00:00,,Monterrey,GC,0,28/09/2023,DG9,Norte
V01652,1214.969986,1214.969986,E250,1,18/05/2023,7:00:00,18/05/2023,21:00:00,,La Piedad,GC,0,10/07/2023,DG9,Occidente
V03437,1214.499996,1214.499996,E772,1,23/03/2023,8:00:00,23/03/2023,18:00:00,,Cihuatlán,GC,"1,100.00",10/04/2023,DG9,Occidente
V12508,1214.360001,1214.360001,E448,1,04/10/2023,9:00:00,04/10/2023,19:00:00,,Fresnillo,GC,0,10/10/2023,DG9,Occidente
V10628,1213.859993,1213.859993,E724,1,27/10/2023,11:30:00,27/10/2023,17:00:00,,Julimes,GC,0,01/11/2023,DG9,Norte
V09682,1213.850006,1213.850006,E724,1,10/11/2023,9:50:00,10/11/2023,16:00:00,,Meoqui,GC,0,15/11/2023,DG9,Norte
V16634,1213.389992,1213.389992,E122,1,04/08/2023,12:00:00,04/08/2023,21:00:00,,NOPALUCAN,GC,500,08/08/2023,DG9,Sur
V14700,1213.12001,1213.12001,E178,1,05/09/2023,8:00:00,05/09/2023,17:00:00,,Cuautla,GC,0,20/09/2023,DG9,Sur
V04949,1213.020012,1213.020012,E831,1,16/02/2023,7:00:00,16/02/2023,18:00:00,,Xochimilco,CD,0,27/02/2023,DG1,Estrategia
V16624,1212.540008,1212.540008,E821,1,05/08/2023,10:00:00,05/08/2023,15:00:00,,Comalcalco,GC,0,07/08/2023,DG9,Sureste
V16011,1212.350006,1212.350006,E261,1,16/08/2023,11:00:00,16/08/2023,18:00:00,,San Vicente Tancuayalab,GC,0,21/08/2023,DG9,Occidente
V15378,1212.190018,1212.190018,E653,1,25/08/2023,9:30:00,25/08/2023,18:00:00,,San Miguel de Allende,GC,0,01/09/2023,DG9,Occidente
V14194,1211.799992,1211.799992,E278,1,12/09/2023,6:30:00,12/09/2023,17:30:00,,San Luis Río Colorado,GC,0,15/09/2023,DG9,Noroeste
V09894,1211.75,1211.75,E736,1,08/11/2023,8:00:00,08/11/2023,18:00:00,,Tamiahua,GC,0,15/11/2023,DG9,Sur
V08033,1211.45002,1211.45002,E243,1,29/11/2023,8:00:00,29/11/2023,16:00:00,,Angostura,GC,0,15/12/2023,DG3,Monitoreo
V00549,1211.000008,1211.000008,E163,1,16/06/2023,8:00:00,16/06/2023,19:00:00,,Tlalpan,GC,0,03/07/2023,DG9,Sur
V00606,1210.73999,1210.73999,E146,1,15/06/2023,12:30:00,15/06/2023,18:00:00,,Córdoba,GC,0,28/06/2023,DG9,Sur
V16171,1210.449982,1210.449982,E660,1,15/08/2023,12:30:00,15/08/2023,20:00:00,,Irapuato,GC,0,30/08/2023,DG9,Occidente
V08082,1210.319946,1210.319946,E612,1,29/11/2023,7:00:00,29/11/2023,18:00:00,,Benemérito de las Américas,GC,700,13/12/2023,DG9,Sureste
V06608,1210.23999,1210.23999,E740,1,19/12/2023,10:00:00,19/12/2023,18:00:00,,San Felipe,GC,0,22/12/2023,DG9,Sureste
V02161,1210.130005,1210.130005,E339,1,05/05/2023,7:30:00,05/05/2023,18:00:00,,Ciudad Fernández,GC,0,10/05/2023,DG9,Occidente
V15764,1210.029999,1210.029999,E102,1,18/08/2023,11:00:00,18/08/2023,19:00:00,,San Nicolás de los Garza,GC,0,31/08/2023,DG9,Norte
V16726,1209.799965,1209.799965,E470,1,03/08/2023,10:00:00,03/08/2023,18:00:00,,Ixtlán del Río,GC,0,07/09/2023,DG9,Occidente
V17609,1209.599976,1209.599976,E735,1,15/07/2023,8:00:00,15/07/2023,23:00:00,,Isla,GC,0,01/08/2023,DG9,Sur
V16474,1209.28002,1209.28002,E551,1,09/08/2023,7:30:00,09/08/2023,20:00:00,,Zapopan,GC,0,21/08/2023,DG9,Occidente
V15893,1209,604.5,E341,2,17/08/2023,6:30:00,18/08/2023,20:00:00,,Guadalajara,CA,0,07/09/2023,DG9,Occidente
V06725,1208.999994,1208.999994,E627,1,15/12/2023,11:30:00,15/12/2023,16:00:00,,Comondú,GC,0,22/12/2023,DG9,Noroeste
V12977,1208.940027,1208.940027,E191,1,27/09/2023,10:30:00,27/09/2023,17:00:00,,Hopelchén,GC,0,04/10/2023,DG9,Sureste
V13682,1208.839996,1208.839996,E890,1,20/09/2023,7:00:00,20/09/2023,20:00:00,,Tlalneplantla,CD,0,03/11/2023,DG1,Estrategia
V16369,1208.799988,1208.799988,E300,1,10/08/2023,12:00:00,10/08/2023,22:00:00,,Ebano,GC,0,18/08/2023,DG9,Occidente
V09086,1208.030033,1208.030033,E821,1,17/11/2023,9:00:00,17/11/2023,17:00:00,,Comalcalco,GC,0,23/11/2023,DG9,Sureste
V10334,1207.859955,1207.859955,E724,1,01/11/2023,14:30:00,01/11/2023,17:00:00,,Julimes,GC,0,15/11/2023,DG9,Norte
V15794,1207.789993,603.8949966,E429,2,18/08/2023,13:00:00,19/08/2023,18:00:00,,Tuxpan,GC,0,30/08/2023,DG9,Occidente
V14377,1207.510014,1207.510014,E377,1,08/09/2023,12:30:00,08/09/2023,17:00:00,,Cadereyta de Montes,GC,0,19/09/2023,DG9,Occidente
V11128,1207.5,1207.5,E292,1,23/10/2023,10:00:00,23/10/2023,15:00:00,,Jalpa de Méndez,GC,0,03/11/2023,DG9,Sureste
V14275,1207.129997,1207.129997,E018,1,11/09/2023,13:00:00,11/09/2023,19:00:00,,Tampico Alto,GC,0,14/09/2023,DG9,Sur
V09888,1206.999998,1206.999998,E685,1,08/11/2023,13:00:00,08/11/2023,18:00:00,,Chietla,GC,0,17/11/2023,DG9,Sur
V15010,1206.859978,1206.859978,E660,1,31/08/2023,9:00:00,31/08/2023,20:00:00,,Irapuato,GC,0,25/09/2023,DG9,Occidente
V13535,1206.829994,1206.829994,E606,1,21/09/2023,11:00:00,21/09/2023,18:00:00,,Jalostotitlán,GC,0,03/10/2023,DG9,Occidente
V17099,1206.709999,1206.709999,E439,1,27/07/2023,9:00:00,27/07/2023,19:00:00,,Camarón de Tejeda,GC,0,04/08/2023,DG9,Sur
V09138,1206.500015,1206.500015,E422,1,16/11/2023,12:00:00,16/11/2023,19:00:00,,Valle Hermoso,GC,500,22/11/2023,DG9,Norte
V06264,1206.380005,1206.380005,E032,1,26/12/2023,9:00:00,26/12/2023,17:00:00,,Nochistlán de Mejía,GC,0,29/12/2023,DG9,Occidente
V08432,1206.350014,1206.350014,E511,1,25/11/2023,6:00:00,25/11/2023,12:00:00,,Macuspana,GC,0,04/12/2023,DG9,Sureste
V03847,1206.290039,1206.290039,E127,1,12/03/2023,7:00:00,12/03/2023,22:00:00,,Yuriria,GC,0,15/03/2023,DG9,Occidente
V01457,1206.099976,1206.099976,E586,1,24/05/2023,6:00:00,24/05/2023,18:00:00,,La Barca,GC,0,30/05/2023,DG1,Estrategia
V05917,1205.949986,1205.949986,E514,1,20/01/2023,7:00:00,20/01/2023,20:00:00,,Cuauhtémoc,GC,0,30/01/2023,DG9,Sur
V05711,1205.820009,602.9100046,E721,2,26/01/2023,6:30:00,27/01/2023,20:00:00,,Tijuana,GC,0,01/02/2023,DG9,Noroeste
V13409,1205.659973,1205.659973,E675,1,22/09/2023,8:30:00,22/09/2023,16:00:00,,La Concordia,GC,0,26/09/2023,DG9,Sureste
V17956,1205.519989,602.7599945,E127,2,06/07/2023,8:00:00,07/07/2023,19:00:00,,Moroleón,GC,0,25/07/2023,DG9,Occidente
V10473,1205.490002,1205.490002,E314,1,30/10/2023,8:00:00,30/10/2023,19:00:00,,Apaseo el Grande,GC,0,03/11/2023,DG9,Occidente
V10318,1205.279968,1205.279968,E544,1,01/11/2023,8:00:00,01/11/2023,18:00:00,,San Miguel el Alto,GC,0,16/11/2023,DG9,Occidente
V15694,1205.179993,1205.179993,E751,1,22/08/2023,11:00:00,22/08/2023,18:00:00,,Acolman,GC,0,01/09/2023,DG9,Sur
V15926,1204.800011,1204.800011,E606,1,17/08/2023,9:00:00,17/08/2023,18:00:00,,Jalostotitlán,GC,800,28/08/2023,DG9,Occidente
V17800,1204.470017,602.2350083,E192,2,11/07/2023,6:00:00,12/07/2023,10:00:00,,PARRAS,GC,0,18/07/2023,DG9,Norte
V09187,1204.209984,1204.209984,E737,1,16/11/2023,11:00:00,16/11/2023,18:00:00,,Miahuatlán,GC,0,01/12/2023,DG9,Sur
V08361,1204.000015,602.0000077,E226,2,26/11/2023,13:00:00,27/11/2023,19:00:00,,Morelia,CA,0,04/12/2023,DG9,Occidente
V12924,1203.590027,1203.590027,E686,1,28/09/2023,9:30:00,28/09/2023,17:00:00,,Tecuala,GC,0,06/10/2023,DG9,Occidente
V16274,1203.560059,1203.560059,E379,1,11/08/2023,12:00:00,11/08/2023,20:00:00,,Benito Juárez,GC,"1,500.00",31/08/2023,DG9,Sur
V10506,1203.349974,1203.349974,E819,1,30/10/2023,9:00:00,30/10/2023,17:00:00,,Miguel Auza,GC,"1,200.00",08/11/2023,DG9,Occidente
V17415,1203.200012,601.6000061,E093,2,20/07/2023,7:00:00,21/07/2023,19:00:00,,Ojinaga,GC,0,25/07/2023,DG9,Norte
V18153,1203.070023,1203.070023,E446,1,03/07/2023,8:00:00,03/07/2023,20:00:00,,TEXCOCO,GC,0,02/08/2023,DG9,Sur
V15238,1203.000008,1203.000008,E845,1,29/08/2023,9:00:00,29/08/2023,18:00:00,,Zinapécuaro,GC,900,07/09/2023,DG1,Estrategia
V12923,1202.900028,1202.900028,E684,1,28/09/2023,8:00:00,28/09/2023,23:00:00,,San Juan Tabaá,GC,0,05/10/2023,DG9,Sur
V06653,1202.670044,1202.670044,E729,1,18/12/2023,10:15:00,18/12/2023,20:00:00,,Buenaventura,GC,0,26/12/2023,DG9,Norte
V00383,1202.599983,1202.599983,E148,1,21/06/2023,7:30:00,21/06/2023,21:00:00,,Camargo,GC,0,05/07/2023,DG9,Norte
V07356,1202.100037,1202.100037,E686,1,07/12/2023,8:00:00,07/12/2023,16:00:00,,Tepic,GC,0,22/12/2023,DG9,Occidente
V13520,1201.250008,1201.250008,E535,1,21/09/2023,9:00:00,21/09/2023,17:00:00,,Guadalupe Victoria,GC,0,28/09/2023,DG9,Sur
V07350,1201.160011,1201.160011,E641,1,07/12/2023,12:00:00,07/12/2023,18:00:00,,San Julián,GC,500,27/12/2023,DG9,Occidente
V16527,1200.450001,1200.450001,E114,1,08/08/2023,8:00:00,08/08/2023,18:00:00,,Villaflores,GC,"1,200.00",17/08/2023,DG9,Sureste
V13145,1200.409996,1200.409996,E544,1,26/09/2023,8:00:00,26/09/2023,19:00:00,,San Miguel el Alto,GC,0,04/10/2023,DG9,Occidente
V12102,1200.16999,1200.16999,E214,1,10/10/2023,9:00:00,10/10/2023,16:00:00,,Unión Juárez,GC,"1,500.00",18/10/2023,DG9,Sureste
V12113,1200.110001,1200.110001,E320,1,10/10/2023,9:00:00,10/10/2023,18:00:00,,Sahuayo,GC,0,24/10/2023,DG9,Occidente
V11897,1200,1200,E552,1,12/10/2023,10:00:00,12/10/2023,18:00:00,,Panabá,GC,0,20/10/2023,DG9,Sureste
V15095,1200,1200,E552,1,30/08/2023,8:00:00,30/08/2023,19:00:00,,Tzucacab,GC,0,04/09/2023,DG9,Sureste
V16046,1199.890001,1199.890001,E536,1,16/08/2023,11:00:00,16/08/2023,18:00:00,,Cuauhtémoc,GC,0,22/08/2023,DG9,Sur
V15906,1199.599983,1199.599983,E447,1,17/08/2023,9:00:00,17/08/2023,17:00:00,,Zamora,GC,0,01/09/2023,DG9,Occidente
V09845,1199.48999,1199.48999,E406,1,08/11/2023,10:00:00,08/11/2023,18:00:00,,Umán,GC,0,14/11/2023,DG9,Sureste
V16063,1199.44001,1199.44001,E685,1,16/08/2023,9:00:00,16/08/2023,16:00:00,,Izúcar de Matamoros,GC,0,14/09/2023,DG9,Sur
V17665,1199.390007,1199.390007,E102,1,13/07/2023,10:30:00,13/07/2023,18:00:00,,Linares,GC,0,19/07/2023,DG9,Norte
V13713,1198.760006,1198.760006,E338,1,19/09/2023,9:30:00,19/09/2023,17:00:00,,Xochitepec,GC,0,21/09/2023,DG9,Sur
V12300,1198.749997,1198.749997,E340,1,06/10/2023,8:00:00,06/10/2023,23:00:00,,Villa Tamazulapam del Progreso,GC,0,27/10/2023,DG9,Sur
V10306,1198.600014,1198.600014,E435,1,01/11/2023,9:00:00,01/11/2023,14:00:00,,Matamoros,GC,0,13/12/2023,DG9,Norte
V13182,1198.589996,1198.589996,E871,1,26/09/2023,12:00:00,26/09/2023,19:00:00,,Tula de Allende,GC,0,29/09/2023,DG9,Sur
V06455,1198.539993,1198.539993,E263,1,20/12/2023,10:00:00,20/12/2023,17:00:00,,Cuernavaca,GC,0,26/12/2023,DG9,Sur
V06348,1198.350006,1198.350006,E105,1,21/12/2023,12:00:00,21/12/2023,19:00:00,,Valle de Santiago,GC,0,28/12/2023,DG9,Occidente
V06303,1198.339966,1198.339966,E299,1,22/12/2023,8:00:00,22/12/2023,18:00:00,,Escuinapa,GC,0,28/12/2023,DG9,Noroeste
V12778,1198.249996,1198.249996,E340,1,29/09/2023,10:00:00,29/09/2023,23:00:00,,Mihuatlán de Porfirio Díaz,GC,0,27/10/2023,DG9,Sur
V14527,1198,1198,E727,1,07/09/2023,11:20:00,07/09/2023,17:00:00,,Cocula,GC,0,14/09/2023,DG9,Occidente
V15272,1197.999996,1197.999996,E445,1,28/08/2023,13:00:00,28/08/2023,19:00:00,,Manzanillo,GC,0,08/09/2023,DG9,Occidente
V15728,1197.999992,1197.999992,E393,1,21/08/2023,10:00:00,21/08/2023,18:00:00,,Villa Corona,GC,0,28/08/2023,DG9,Occidente
V01556,1197.290039,1197.290039,E579,1,22/05/2023,7:00:00,22/05/2023,20:00:00,,Calnali,GC,0,14/06/2023,DG9,Sur
V13634,1197.279999,1197.279999,E510,1,20/09/2023,8:15:00,20/09/2023,19:00:00,,Canatlán,GC,0,26/09/2023,DG9,Norte
V17170,1197.080017,1197.080017,E371,1,26/07/2023,15:00:00,26/07/2023,20:00:00,,Tulancingo de Bravo,GC,0,02/08/2023,DG9,Sur
V03387,1197.009995,598.5049973,E340,2,23/03/2023,10:00:00,24/03/2023,19:00:00,,San Pedro y San Pablo Ayutla,GC,0,31/03/2023,DG9,Sur
V02879,1196.97998,1196.97998,E579,1,17/04/2023,6:30:00,17/04/2023,20:00:00,,Calnali,GC,0,04/05/2023,DG9,Sur
V06470,1196.859993,1196.859993,E423,1,20/12/2023,8:30:00,20/12/2023,17:30:00,,Pachuca de Soto,GC,0,28/12/2023,DG9,Sur
V14927,1196.700023,1196.700023,E559,1,01/09/2023,9:00:00,01/09/2023,19:00:00,,Lagunillas,GC,0,18/09/2023,DG1,Estrategia
V03992,1196.400024,598.2000122,E131,2,08/03/2023,9:00:00,09/03/2023,20:00:00,,San Dionisio Ocotepec,GC,0,16/03/2023,DG9,Sur
V04205,1195.799995,1195.799995,E724,1,03/03/2023,11:00:00,03/03/2023,18:00:00,,Camargo,GC,0,09/03/2023,DG9,Norte
V08113,1195.410027,1195.410027,E820,1,29/11/2023,7:00:00,29/11/2023,18:00:00,,Pungarabato,GC,0,08/12/2023,DG9,Sur
V13627,1195.229981,1195.229981,E458,1,20/09/2023,8:00:00,20/09/2023,18:00:00,,Maravatío,GC,0,26/09/2023,DG9,Occidente
V07571,1195.060013,1195.060013,E447,1,05/12/2023,11:00:00,05/12/2023,18:00:00,,Puruándiro,GC,0,13/12/2023,DG9,Occidente
V00638,1195.010001,1195.010001,E527,1,15/06/2023,8:00:00,15/06/2023,17:00:00,,Ahome,GC,0,20/06/2023,DG9,Noroeste
V12764,1194.970001,1194.970001,E091,1,29/09/2023,11:00:00,29/09/2023,19:00:00,,Pachuca de Soto,GC,0,06/10/2023,DG9,Sur
V16375,1194.930001,1194.930001,E379,1,10/08/2023,12:00:00,10/08/2023,18:00:00,,Tantoyuca,GC,"1,000.00",15/08/2023,DG9,Sur
V09287,1194.709991,1194.709991,E726,1,15/11/2023,7:00:00,15/11/2023,19:00:00,,Tepalcingo,CD,0,22/12/2023,DG1,Estrategia
V02240,1194.680007,1194.680007,E527,1,04/05/2023,9:00:00,04/05/2023,16:00:00,,Ahome,GC,0,22/05/2023,DG9,Noroeste
V12219,1194.000015,1194.000015,E292,1,09/10/2023,8:00:00,09/10/2023,14:00:00,,Comalcalco,GC,0,19/10/2023,DG9,Sureste
V16216,1193.919998,1193.919998,E510,1,14/08/2023,9:00:00,14/08/2023,19:00:00,,Canatlán,GC,0,18/08/2023,DG9,Norte
V06907,1193.569984,397.8566615,E361,3,13/12/2023,9:00:00,15/12/2023,23:55:00,,Morelia,CA,0,26/12/2023,DG9,Occidente
V13985,1193.459992,1193.459992,E423,1,14/09/2023,8:00:00,14/09/2023,17:00:00,,Pachuca de Soto,GC,0,21/09/2023,DG9,Sur
V00823,1193.430007,1193.430007,E462,1,09/06/2023,8:30:00,09/06/2023,16:00:00,,Ahome,GC,0,13/06/2023,DG9,Noroeste
V07316,1193.360008,1193.360008,E473,1,07/12/2023,13:00:00,07/12/2023,20:00:00,,Arandas,GC,0,26/12/2023,DG9,Occidente
V07377,1193.010002,1193.010002,E820,1,07/12/2023,11:00:00,07/12/2023,17:00:00,,Copalillo,GC,0,21/12/2023,DG9,Sur
V16472,1192.999985,1192.999985,E533,1,09/08/2023,10:00:00,09/08/2023,16:00:00,,Villagrán,GC,0,14/08/2023,DG9,Occidente
V14866,1192.849976,1192.849976,E672,1,02/09/2023,9:00:00,02/09/2023,20:00:00,,San Juan Cotzocón,GC,0,06/09/2023,DG9,Sur
V05286,1192.79998,1192.79998,E439,1,07/02/2023,5:00:00,07/02/2023,20:00:00,,Tlalpan,SM,0,09/02/2023,DG9,Sur
V06437,1192.759964,1192.759964,E062,1,20/12/2023,9:00:00,20/12/2023,17:00:00,,Zacatecas,GC,0,28/12/2023,DG9,Occidente
V06247,1192.510025,1192.510025,E536,1,27/12/2023,12:00:00,27/12/2023,17:00:00,,Morelos,GC,0,29/12/2023,DG9,Sur
V03217,1192.270008,1192.270008,E032,1,28/03/2023,9:00:00,28/03/2023,18:00:00,,Aguascalientes,GC,0,11/04/2023,DG9,Occidente
V07041,1192.150002,596.0750008,E340,2,12/12/2023,8:00:00,13/12/2023,23:00:00,,San Pedro Quiatoni,GC,0,29/12/2023,DG9,Sur
V15371,1191.739993,1191.739993,E556,1,25/08/2023,9:30:00,25/08/2023,17:00:00,,Pueblo Nuevo,GC,0,07/09/2023,DG9,Norte
V03894,1191.700012,1191.700012,E672,1,10/03/2023,8:00:00,10/03/2023,20:00:00,,Cosolapa,GC,0,17/03/2023,DG9,Sur
V03097,1191.540013,1191.540013,E462,1,31/03/2023,8:30:00,31/03/2023,15:00:00,,Ahome,GC,0,04/04/2023,DG9,Noroeste
V13731,1191.280029,1191.280029,E523,1,19/09/2023,7:30:00,19/09/2023,17:30:00,,Venado,GC,0,05/10/2023,DG9,Occidente
V01886,1191.26001,595.6300049,E250,2,14/05/2023,15:00:00,15/05/2023,23:00:00,,Morelia,GC,0,17/05/2023,DG9,Occidente
V15649,1191,1191,E402,1,22/08/2023,12:00:00,22/08/2023,19:00:00,,Bachíniva,GC,800,01/09/2023,DG9,Norte
V16251,1190.660004,1190.660004,E687,1,12/08/2023,10:00:00,12/08/2023,17:00:00,,Arandas,GC,0,21/08/2023,DG9,Occidente
V12221,1190.429989,1190.429989,E347,1,09/10/2023,10:00:00,09/10/2023,19:00:00,,Monterrey,GC,0,20/10/2023,DG9,Norte
V15199,1190.429985,1190.429985,E487,1,29/08/2023,9:30:00,29/08/2023,18:00:00,,Lázaro Cárdenas,GC,0,07/09/2023,DG9,Sur
V16839,1190.22998,1190.22998,E672,1,02/08/2023,8:00:00,02/08/2023,20:00:00,,San Juan Cotzocón,GC,0,03/08/2023,DG9,Sur
V08076,1190.070007,1190.070007,E573,1,29/11/2023,6:00:00,29/11/2023,23:59:00,,Alvaro Obregón,GC,"1,500.00",08/12/2023,DG9,Sur
V11356,1190.070007,595.0350037,E729,2,19/10/2023,7:00:00,20/10/2023,20:00:00,,Ascensión,GC,0,25/10/2023,DG9,Norte
V14770,1190.000031,1190.000031,E686,1,05/09/2023,8:00:00,05/09/2023,18:00:00,,Tepic,GC,0,12/09/2023,DG9,Occidente
V13361,1190,1190,E405,1,22/09/2023,11:00:00,22/09/2023,18:00:00,,Ahumada,GC,0,27/09/2023,DG9,Norte
V15544,1190,1190,E443,1,23/08/2023,12:00:00,23/08/2023,19:00:00,,Ahumada,GC,0,29/08/2023,DG9,Norte
V08461,1189.989998,1189.989998,E208,1,24/11/2023,10:00:00,24/11/2023,17:00:00,,Chihuahua,GC,0,30/11/2023,DG9,Norte
V04319,1189.979981,1189.979981,E222,1,01/03/2023,8:00:00,01/03/2023,18:00:00,,Chihuahua,GC,0,06/03/2023,DG9,Norte
V10314,1189.849991,1189.849991,E510,1,01/11/2023,6:00:00,01/11/2023,23:00:00,,Indé,GC,0,07/11/2023,DG9,Norte
V17046,1189.79998,1189.79998,E641,1,28/07/2023,10:00:00,28/07/2023,18:00:00,,Teocaltiche,GC,0,08/08/2023,DG9,Occidente
V10368,1189.659973,594.8299866,E131,2,31/10/2023,9:00:00,01/11/2023,19:00:00,,SANTIAGO MATATLÁN,GC,0,17/11/2023,DG9,Sur
V05782,1189.639988,1189.639988,E823,1,25/01/2023,8:00:00,25/01/2023,19:00:00,,Villa de Cos,GC,0,08/02/2023,DG9,Occidente
V11746,1189.590027,1189.590027,E212,1,13/10/2023,8:00:00,13/10/2023,19:00:00,,Santiago Papasquiaro,GC,0,19/10/2023,DG9,Norte
V05969,1189.499985,1189.499985,E653,1,19/01/2023,9:30:00,19/01/2023,18:00:00,,Apaseo el Alto,GC,0,23/01/2023,DG9,Occidente
V09898,1189.490025,1189.490025,E752,1,08/11/2023,9:00:00,08/11/2023,18:00:00,,Cuauhtémoc,GC,0,16/11/2023,DG9,Sur
V12664,1189.130005,1189.130005,E018,1,02/10/2023,12:00:00,02/10/2023,19:00:00,,Tempoal,GC,500,05/10/2023,DG9,Sur
V10037,1188.98,1188.98,E734,1,07/11/2023,14:10:00,07/11/2023,19:00:00,,Zacatlán,GC,0,15/11/2023,DG9,Sur
